./dataset_cropped/40504.png,./dataset_cropped/40505.png
./dataset_cropped/62767.png,./dataset_cropped/62766.png
./dataset_cropped/104112.png,./dataset_cropped/104113.png
./dataset_cropped/91813.png,./dataset_cropped/91812.png
./dataset_cropped/36415.png,./dataset_cropped/36416.png
./dataset_cropped/10071.png,./dataset_cropped/10070.png
./dataset_cropped/75613.png,./dataset_cropped/75612.png
./dataset_cropped/10949.png,./dataset_cropped/10950.png
./dataset_cropped/109766.png,./dataset_cropped/109767.png
./dataset_cropped/58257.png,./dataset_cropped/58256.png
./dataset_cropped/90861.png,./dataset_cropped/90860.png
./dataset_cropped/101033.png,./dataset_cropped/101032.png
./dataset_cropped/31744.png,./dataset_cropped/31743.png
./dataset_cropped/31847.png,./dataset_cropped/31848.png
./dataset_cropped/41809.png,./dataset_cropped/41808.png
./dataset_cropped/57114.png,./dataset_cropped/57115.png
./dataset_cropped/23550.png,./dataset_cropped/23549.png
./dataset_cropped/63504.png,./dataset_cropped/63505.png
./dataset_cropped/69845.png,./dataset_cropped/69844.png
./dataset_cropped/25381.png,./dataset_cropped/25382.png
./dataset_cropped/24260.png,./dataset_cropped/24259.png
./dataset_cropped/58925.png,./dataset_cropped/58924.png
./dataset_cropped/92625.png,./dataset_cropped/92624.png
./dataset_cropped/33093.png,./dataset_cropped/33094.png
./dataset_cropped/78563.png,./dataset_cropped/78562.png
./dataset_cropped/111023.png,./dataset_cropped/111022.png
./dataset_cropped/105407.png,./dataset_cropped/105406.png
./dataset_cropped/82963.png,./dataset_cropped/82962.png
./dataset_cropped/19711.png,./dataset_cropped/19712.png
./dataset_cropped/35536.png,./dataset_cropped/35535.png
./dataset_cropped/44626.png,./dataset_cropped/44627.png
./dataset_cropped/111221.png,./dataset_cropped/111220.png
./dataset_cropped/69920.png,./dataset_cropped/69921.png
./dataset_cropped/95388.png,./dataset_cropped/95389.png
./dataset_cropped/50194.png,./dataset_cropped/50195.png
./dataset_cropped/77697.png,./dataset_cropped/77696.png
./dataset_cropped/66102.png,./dataset_cropped/66103.png
./dataset_cropped/79890.png,./dataset_cropped/79891.png
./dataset_cropped/15796.png,./dataset_cropped/15795.png
./dataset_cropped/113360.png,./dataset_cropped/113361.png
./dataset_cropped/93101.png,./dataset_cropped/93100.png
./dataset_cropped/114357.png,./dataset_cropped/114356.png
./dataset_cropped/56570.png,./dataset_cropped/56571.png
./dataset_cropped/23271.png,./dataset_cropped/23272.png
./dataset_cropped/35513.png,./dataset_cropped/35514.png
./dataset_cropped/87101.png,./dataset_cropped/87100.png
./dataset_cropped/93168.png,./dataset_cropped/93169.png
./dataset_cropped/44596.png,./dataset_cropped/44597.png
./dataset_cropped/53461.png,./dataset_cropped/53460.png
./dataset_cropped/36587.png,./dataset_cropped/36588.png
./dataset_cropped/95348.png,./dataset_cropped/95349.png
./dataset_cropped/61164.png,./dataset_cropped/61165.png
./dataset_cropped/37966.png,./dataset_cropped/37965.png
./dataset_cropped/53333.png,./dataset_cropped/53332.png
./dataset_cropped/39123.png,./dataset_cropped/39124.png
./dataset_cropped/38750.png,./dataset_cropped/38749.png
./dataset_cropped/19709.png,./dataset_cropped/19710.png
./dataset_cropped/46067.png,./dataset_cropped/46066.png
./dataset_cropped/29660.png,./dataset_cropped/29659.png
./dataset_cropped/13081.png,./dataset_cropped/13082.png
./dataset_cropped/107076.png,./dataset_cropped/107077.png
./dataset_cropped/65151.png,./dataset_cropped/65150.png
./dataset_cropped/88372.png,./dataset_cropped/88373.png
./dataset_cropped/78282.png,./dataset_cropped/78283.png
./dataset_cropped/112151.png,./dataset_cropped/112150.png
./dataset_cropped/82362.png,./dataset_cropped/82363.png
./dataset_cropped/13744.png,./dataset_cropped/13743.png
./dataset_cropped/44547.png,./dataset_cropped/44546.png
./dataset_cropped/34429.png,./dataset_cropped/34430.png
./dataset_cropped/11190.png,./dataset_cropped/11189.png
./dataset_cropped/76595.png,./dataset_cropped/76594.png
./dataset_cropped/63360.png,./dataset_cropped/63361.png
./dataset_cropped/114098.png,./dataset_cropped/114099.png
./dataset_cropped/98864.png,./dataset_cropped/98865.png
./dataset_cropped/48306.png,./dataset_cropped/48307.png
./dataset_cropped/16842.png,./dataset_cropped/16841.png
./dataset_cropped/73548.png,./dataset_cropped/73549.png
./dataset_cropped/55334.png,./dataset_cropped/55335.png
./dataset_cropped/43326.png,./dataset_cropped/43327.png
./dataset_cropped/11800.png,./dataset_cropped/11799.png
./dataset_cropped/43639.png,./dataset_cropped/43638.png
./dataset_cropped/91033.png,./dataset_cropped/91032.png
./dataset_cropped/18563.png,./dataset_cropped/18564.png
./dataset_cropped/98429.png,./dataset_cropped/98428.png
./dataset_cropped/75976.png,./dataset_cropped/75977.png
./dataset_cropped/106498.png,./dataset_cropped/106499.png
./dataset_cropped/93014.png,./dataset_cropped/93015.png
./dataset_cropped/24814.png,./dataset_cropped/24813.png
./dataset_cropped/40486.png,./dataset_cropped/40487.png
./dataset_cropped/102455.png,./dataset_cropped/102454.png
./dataset_cropped/52706.png,./dataset_cropped/52707.png
./dataset_cropped/49156.png,./dataset_cropped/49157.png
./dataset_cropped/84221.png,./dataset_cropped/84220.png
./dataset_cropped/20199.png,./dataset_cropped/20200.png
./dataset_cropped/84565.png,./dataset_cropped/84564.png
./dataset_cropped/10015.png,./dataset_cropped/10014.png
./dataset_cropped/110125.png,./dataset_cropped/110124.png
./dataset_cropped/47193.png,./dataset_cropped/47192.png
./dataset_cropped/70869.png,./dataset_cropped/70868.png
./dataset_cropped/37795.png,./dataset_cropped/37796.png
./dataset_cropped/34385.png,./dataset_cropped/34386.png
./dataset_cropped/98200.png,./dataset_cropped/98201.png
./dataset_cropped/70441.png,./dataset_cropped/70440.png
./dataset_cropped/33599.png,./dataset_cropped/33600.png
./dataset_cropped/68840.png,./dataset_cropped/68841.png
./dataset_cropped/8575.png,./dataset_cropped/8574.png
./dataset_cropped/82850.png,./dataset_cropped/82851.png
./dataset_cropped/89469.png,./dataset_cropped/89468.png
./dataset_cropped/12520.png,./dataset_cropped/12519.png
./dataset_cropped/60242.png,./dataset_cropped/60243.png
./dataset_cropped/101220.png,./dataset_cropped/101221.png
./dataset_cropped/88153.png,./dataset_cropped/88152.png
./dataset_cropped/54914.png,./dataset_cropped/54915.png
./dataset_cropped/91956.png,./dataset_cropped/91957.png
./dataset_cropped/24646.png,./dataset_cropped/24645.png
./dataset_cropped/70797.png,./dataset_cropped/70796.png
